               Related              Related ['P5,1288 1458 1512 1506']
                     .                    . ['P5,1427 2370 1659 2418']
                    He                   He ['P5,1707 2371 1791 2418']
                  also                 also ['P5,1837 2370 1952 2418']
                 gives                gives ['P5,1996 2370 2148 2432']
X2                    ?                    " ['P5,19 2447 222 2508']
                  pure                 pure ['P5,19 2447 222 2508']
X2                    ?                    " ['P5,19 2447 222 2508']
         morphological        morphological ['P5,264 2446 692 2508']
             diagnoses            diagnoses ['P5,727 2446 1014 2508']
                    in                   in ['P5,1050 2446 1105 2493']
              addition             addition ['P5,1141 2446 1380 2494']
                    to                   to ['P5,1413 2453 1468 2494']
          differential         differential ['P5,1503 2446 1828 2494']
             diagnoses            diagnoses ['P5,1861 2446 2148 2508']
                     (                    ( ['P5,14 2522 215 2580']
                 which                which ['P5,14 2522 215 2580']
               involve              involve ['P5,240 2522 458 2569']
X2              speci?c             specific ['P5,486 2522 705 2583']
           comparisons          comparisons ['P5,732 2522 1101 2583']
                  with                 with ['P5,1126 2522 1256 2569']
               similar              similar ['P5,1282 2522 1484 2569']
                  taxa                 taxa ['P5,1506 2529 1628 2569']
                   and                  and ['P5,1652 2522 1756 2569']
                 solid                solid ['P5,1781 2522 1921 2569']
X1          discussions         discus-sions ['P5,1944 2522 2148 2569', 'P5,14 2598 160 2645']
                    of                   of ['P5,197 2598 261 2645']
          similarities         similarities ['P5,293 2598 615 2645']
                versus               versus ['P5,651 2613 835 2645']
           differences          differences ['P5,873 2598 1196 2645']
                 among                among ['P5,1233 2613 1430 2659']
                   all                  all ['P5,1466 2598 1536 2645']
              relevant             relevant ['P5,1569 2598 1807 2645']
                  taxa                 taxa ['P5,1840 2598 2000 2656']
                     )                    ) ['P5,1840 2598 2000 2656']
                     .                    . ['P5,1840 2598 2000 2656']
                   The                  The ['P5,2036 2598 2149 2645']
          descriptions         descriptions ['P5,13 2675 365 2736']
                    of                   of ['P5,396 2674 460 2722']
               fossils              fossils ['P5,483 2674 667 2722']
                   are                  are ['P5,698 2689 784 2722']
                 clear                clear ['P5,813 2675 964 2730']
                     ,                    , ['P5,813 2675 964 2730']
              thorough             thorough ['P5,994 2675 1275 2736']
                     ,                    , ['P5,994 2675 1275 2736']
                   and                  and ['P5,1306 2675 1410 2722']
                easily               easily ['P5,1438 2675 1607 2736']
              readable             readable ['P5,1635 2675 1900 2730']
                     ,                    , ['P5,1635 2675 1900 2730']
                   and                  and ['P5,1931 2675 2035 2722']
                   the                  the ['P5,2061 2675 2149 2722']
                entire               entire ['P5,12 2750 178 2798']
             monograph            monograph ['P5,210 2750 544 2812']
                    is                   is ['P5,576 2750 621 2798']
                  rich                 rich ['P5,655 2750 769 2798']
                    in                   in ['P5,800 2750 856 2797']
            anatomical           anatomical ['P5,889 2750 1210 2798']
                detail               detail ['P5,1242 2750 1418 2798']
                     .                    . ['P5,1242 2750 1418 2798']
                   For                  For ['P5,1452 2752 1555 2798']
               example              example ['P5,1585 2750 1849 2812']
                     ,                    , ['P5,1585 2750 1849 2812']
                   the                  the ['P5,1883 2750 1970 2798']
X2                   IS                   I5 ['P5,2003 2750 2059 2798']
                    in                   in ['P5,2094 2750 2149 2797']
            Dryolestes           Dryolestes ['P5,10 2826 325 2887']
                occurs               occurs ['P5,358 2841 546 2874']
                    in                   in ['P5,579 2826 636 2873']
                   the                  the ['P5,667 2826 755 2874']
               maxilla              maxilla ['P5,788 2826 1023 2882']
                     ,                    , ['P5,788 2826 1023 2882']
X2            re?ecting           reflecting ['P5,1057 2826 1334 2888']
                     a                    a ['P5,1368 2841 1398 2874']
             primitive            primitive ['P5,1428 2826 1697 2888']
               feature              feature ['P5,1729 2826 1931 2874']
                  that                 that ['P5,1963 2826 2073 2874']
                    is                   is ['P5,2102 2826 2148 2874']
            widespread           widespread ['P5,12 2902 347 2963']
                 among                among ['P5,374 2917 571 2964']
          nonmammalian         nonmammalian ['P5,599 2902 1056 2950']
             synapsids            synapsids ['P5,1085 2902 1382 2963']
                     .                    . ['P5,1085 2902 1382 2963']
                   The                  The ['P5,86 2978 198 3025']
         illustrations        illustrations ['P5,223 2978 568 3025']
                   are                  are ['P5,595 2993 681 3025']
             generally            generally ['P5,706 2978 977 3039']
             wonderful            wonderful ['P5,1002 2978 1318 3026']
                     .                    . ['P5,1002 2978 1318 3026']
             Excellent            Excellent ['P5,1345 2978 1623 3025']
              drawings             drawings ['P5,1645 2978 1912 3039']
                    of                   of ['P5,1936 2978 2000 3025']
                  jaws                 jaws ['P5,2010 2978 2148 3039']
                   and                  and ['P5,13 3054 117 3101']
                 teeth                teeth ['P5,142 3054 284 3101']
                   are                  are ['P5,310 3069 396 3101']
             presented            presented ['P5,421 3054 704 3115']
                    by                   by ['P5,727 3054 799 3115']
                 Peter                Peter ['P5,825 3055 976 3101']
                Berndt               Berndt ['P5,999 3054 1200 3101']
                   and                  and ['P5,1225 3054 1328 3101']
                    M.                   M. ['P5,1352 3055 1431 3101']
        Bulang-Lorcher       Bulang-Lorcher ['P5,1459 3054 1937 3115']
                     .                    . ['P5,1459 3054 1937 3115']
X1          Goodquality         Good-quality ['P5,1964 3054 2147 3101', 'P5,12 3131 214 3192']
          stereophotos         stereophotos ['P5,245 3131 629 3192']
                     ,                    , ['P5,245 3131 629 3192']
                  both                 both ['P5,658 3130 788 3178']
                  from                 from ['P5,815 3130 958 3178']
                 light                light ['P5,984 3131 1139 3192']
                     -                    - ['P5,984 3131 1139 3192']
                   and                  and ['P5,1169 3131 1273 3178']
                   REM                  REM ['P5,1299 3132 1456 3177']
                     (                    ( ['P5,1485 3131 1671 3189']
                raster               raster ['P5,1485 3131 1671 3189']
              electron             electron ['P5,1696 3131 1931 3178']
X1          microscopic          micro-scopi ['P5,1955 3131 2148 3178', 'P5,14 3207 214 3268']
X1                    ,                   c, ['P5,1955 3131 2148 3178', 'P5,14 3207 214 3268']
                 using                using ['P5,243 3207 401 3268']
                 epoxy                epoxy ['P5,430 3221 607 3268']
                 casts                casts ['P5,636 3207 1213 3268']
                     )                    ) ['P5,636 3207 1213 3268']
X2                    .                    - ['P5,636 3207 1213 3268']
X3                    ?                    p ['P5,636 3207 1213 3268']
X3                    .                    h ['P5,636 3207 1213 3268']
X1          photography           otography, ['P5,636 3207 1213 3268']
.                    ,                      ['P5,636 3207 1213 3268']
                   are                  are ['P5,1244 3221 1330 3254']
              properly             properly ['P5,1357 3207 1605 3268']
                spaced               spaced ['P5,1635 3207 1832 3268']
                    so                   so ['P5,1860 3221 1920 3254']
                  that                 that ['P5,1947 3207 2057 3254']
                    an                   an ['P5,2083 3221 2149 3254']
               optical              optical ['P5,13 3282 211 3344']
                viewer               viewer ['P5,233 3282 434 3330']
                    is                   is ['P5,454 3282 499 3330']
           unnecessary          unnecessary ['P5,522 3297 897 3344']
                     .                    . ['P5,522 3297 897 3344']
                Plates               Plates ['P5,923 3282 1096 3330']
                    13                   13 ['P5,1125 3283 1187 3330']
                   and                  and ['P5,1213 3282 1317 3330']
                    14                   14 ['P5,1345 3283 1409 3329']
               compare              compare ['P5,1432 3297 1683 3344']
               results              results ['P5,1704 3282 1894 3330']
                    of                   of ['P5,1917 3282 1980 3330']
X1       highresolution      high-resolution ['P5,1995 3282 2147 3344', 'P5,11 3358 305 3406']
                     x                    x ['P5,330 3373 483 3419']
X2                    ?                    - ['P5,330 3373 483 3419']
                   ray                  ray ['P5,330 3373 483 3419']
            techniques           techniques ['P5,507 3358 819 3419']
                 using                using ['P5,844 3358 1002 3420']
                     8                    8 ['P5,1029 3359 1084 3406']
                     -                    - ['P5,1029 3359 1084 3406']
                   and                  and ['P5,1111 3358 1214 3406']
                16-bit               16-bit ['P5,1244 3358 1413 3406']
            electronic           electronic ['P5,1436 3358 1723 3406']
               digital              digital ['P5,1748 3358 1933 3420']
X1     microradiography     micro-radiograph ['P5,1955 3358 2148 3406', 'P5,11 3434 379 3495']
X1                    .                   y. ['P5,1955 3358 2148 3406', 'P5,11 3434 379 3495']
              Detailed             Detailed ['P5,415 3434 664 3481']
                   new                  new ['P5,696 3449 816 3481']
           information          information ['P5,849 3434 1197 3481']
                    on                   on ['P5,1230 3449 1301 3481']
           development          development ['P5,1334 3434 1714 3495']
                    of                   of ['P5,1745 3434 1809 3481']
            tooth-buds           tooth-buds ['P5,1836 3434 2148 3481']
                  deep                 deep ['P5,13 3510 149 3571']
                    in                   in ['P5,173 3510 228 3557']
                   the                  the ['P5,252 3510 340 3557']
                   jaw                  jaw ['P5,357 3510 468 3571']
               becomes              becomes ['P5,491 3510 746 3557']
               visible              visible ['P5,771 3510 965 3557']
                 using                using ['P5,989 3510 1146 3571']
                   the                  the ['P5,1170 3510 1258 3557']
              enhanced             enhanced ['P5,1282 3510 1558 3557']
               imagery              imagery ['P5,1581 3510 1836 3571']
                     .                    . ['P5,1581 3510 1836 3571']
                    In                   In ['P5,1862 3511 1921 3557']
               several              several ['P5,1945 3510 2150 3557']
                 cases                cases ['P5,12 3601 181 3642']
                     ,                    , ['P5,12 3601 181 3642']
                   the                  the ['P5,216 3587 304 3634']
                  same                 same ['P5,339 3601 486 3634']
              specimen             specimen ['P5,520 3587 795 3648']
                    is                   is ['P5,827 3587 872 3634']
           illustrated          illustrated ['P5,905 3587 1199 3634']
                 using                using ['P5,1229 3587 1387 3648']
               various              various ['P5,1420 3587 1633 3634']
            techniques           techniques ['P5,1665 3587 1995 3648']
                     ,                    , ['P5,1665 3587 1995 3648']
                  thus                 thus ['P5,2028 3587 2148 3634']
          highlighting         highlighting ['P5,11 3662 370 3724']
             different            different ['P5,398 3662 650 3710']
                 kinds                kinds ['P5,674 3662 831 3710']
                    of                   of ['P5,858 3662 922 3710']
              features             features ['P5,942 3662 1189 3710']
                     .                    . ['P5,942 3662 1189 3710']
              Captions             Captions ['P5,1218 3663 1476 3724']
                    to                   to ['P5,1502 3670 1557 3710']
                   the                  the ['P5,1582 3663 1670 3710']
X1               ?gures              figures ['P5,1696 3662 1892 3724']
                   are                  are ['P5,1919 3677 2005 3710']
X1               useful              use-ful ['P5,2029 3677 2148 3710', 'P5,12 3738 92 3786']
                   and                  and ['P5,124 3738 228 3786']
              complete             complete ['P5,259 3738 542 3800']
                     .                    . ['P5,259 3738 542 3800']
              Isolated             Isolated ['P5,577 3738 810 3786']
                 teeth                teeth ['P5,840 3738 982 3786']
             typically            typically ['P5,1013 3738 1269 3800']
                   are                  are ['P5,1301 3753 1388 3786']
           illustrated          illustrated ['P5,1419 3738 1713 3786']
                    in                   in ['P5,1743 3738 1799 3785']
                  four                 four ['P5,1829 3738 1951 3786']
                 views                views ['P5,1980 3738 2148 3786']
                     (                    ( ['P6,14 14 292 72']
              occlusal             occlusal ['P6,14 14 292 72']
                     ,                    , ['P6,14 14 292 72']
                labial               labial ['P6,321 14 499 70']
                     ,                    , ['P6,321 14 499 70']
                mesial               mesial ['P6,528 14 735 70']
                     ,                    , ['P6,528 14 735 70']
                   and                  and ['P6,765 14 869 62']
                distal               distal ['P6,897 14 1093 73']
                     )                    ) ['P6,897 14 1093 73']
                     .                    . ['P6,897 14 1093 73']
                  Also                 Also ['P6,86 90 222 137']
              provided             provided ['P6,244 90 506 151']
                   are                  are ['P6,529 105 615 137']
                 brief                brief ['P6,635 90 779 137']
          descriptions         descriptions ['P6,796 90 1148 151']
                    of                   of ['P6,1171 90 1235 137']
        enamel-dentine       enamel-dentine ['P6,1251 90 1703 137']
        microstructure       microstructure ['P6,1723 90 2151 137']
                    in                   in ['P6,12 166 67 213']
           dryolestids          dryolestids ['P6,105 166 445 227']
                     ,                    , ['P6,105 166 445 227']
           accompanied          accompanied ['P6,486 166 872 227']
                    by                   by ['P6,907 166 979 227']
          high-quality         high-quality ['P6,1016 166 1375 227']
                   SEM                  SEM ['P6,1413 166 1561 213']
      photomicrographs     photomicrographs ['P6,1596 166 2147 227']
                     .                    . ['P6,1596 166 2147 227']
               Species              Species ['P6,14 243 234 304']
                  from                 from ['P6,263 242 405 290']
             Guimarota            Guimarota ['P6,433 243 747 290']
               provide              provide ['P6,772 243 995 304']
                   the                  the ['P6,1023 243 1111 290']
                oldest               oldest ['P6,1140 243 1314 290']
                record               record ['P6,1340 243 1528 290']
                    of                   of ['P6,1555 242 1619 290']
             prismatic            prismatic ['P6,1640 242 1912 304']
                enamel               enamel ['P6,1939 242 2150 290']
                 among                among ['P6,13 333 210 380']
                   the                  the ['P6,233 318 321 366']
            Holotheria           Holotheria ['P6,344 318 672 366']
                     .                    . ['P6,344 318 672 366']
                  They                 They ['P6,698 318 848 380']
                  also                 also ['P6,872 318 986 366']
           demonstrate          demonstrate ['P6,1010 318 1368 366']
                   the                  the ['P6,1390 318 1478 366']
                  most                 most ['P6,1499 326 1642 366']
             primitive            primitive ['P6,1661 318 1930 380']
                 known                known ['P6,1949 318 2150 366']
                  form                 form ['P6,12 394 155 442']
                    of                   of ['P6,184 394 248 442']
             prismatic            prismatic ['P6,271 394 544 456']
                enamel               enamel ['P6,575 394 802 450']
                     ,                    , ['P6,575 394 802 450']
              retained             retained ['P6,833 394 1070 442']
                 among                among ['P6,1101 409 1297 456']
              Cenozoic             Cenozoic ['P6,1328 394 1603 442']
               mammals              mammals ['P6,1633 394 1916 442']
                mainly               mainly ['P6,1947 394 2149 456']
                    in                   in ['P6,12 470 67 517']
            marsupials           marsupials ['P6,95 470 411 532']
                   and                  and ['P6,440 470 544 518']
          insectivores         insectivores ['P6,571 470 936 518']
                     .                    . ['P6,571 470 936 518']
                    An                   An ['P6,86 546 174 593']
              appendix             appendix ['P6,200 546 467 607']
                 holds                holds ['P6,491 546 648 593']
                     a                    a ['P6,675 561 705 593']
                  huge                 huge ['P6,727 546 869 607']
                amount               amount ['P6,895 553 1113 593']
                    of                   of ['P6,1137 546 1201 593']
                  data                 data ['P6,1220 546 1341 593']
                  from                 from ['P6,1365 546 1507 593']
                dental               dental ['P6,1530 546 1707 593']
          measurements         measurements ['P6,1731 553 2149 593']
                     (                    ( ['P6,14 622 235 683']
                length               length ['P6,14 622 235 683']
                     ,                    , ['P6,14 622 235 683']
                 width                width ['P6,267 622 449 678']
                     ,                    , ['P6,267 622 449 678']
                   and                  and ['P6,482 622 586 669']
                height               height ['P6,614 622 799 683']
                    of                   of ['P6,828 622 891 669']
            individual           individual ['P6,916 622 1213 669']
                 teeth                teeth ['P6,1242 622 1406 680']
                     )                    ) ['P6,1242 622 1406 680']
                    as                   as ['P6,1439 637 1495 669']
                  well                 well ['P6,1526 622 1650 669']
                    as                   as ['P6,1681 637 1737 669']
              standard             standard ['P6,1771 622 2017 669']
                   jaw                  jaw ['P6,2039 622 2149 683']
           proportions          proportions ['P6,11 699 365 760']
                     .                    . ['P6,11 699 365 760']
             Gleefully            Gleefully ['P6,400 698 690 760']
                     ,                    , ['P6,400 698 690 760']
               however              however ['P6,722 699 985 754']
                     ,                    , ['P6,722 699 985 754']
                     I                    I ['P6,1017 700 1040 745']
                 point                point ['P6,1068 698 1220 760']
                   out                  out ['P6,1250 706 1342 746']
                   the                  the ['P6,1371 699 1459 746']
            consistent           consistent ['P6,1490 699 1784 746']
           misspelling          misspelling ['P6,1812 699 2150 760']
                    of                   of ['P6,13 774 76 822']
X2                    ?                    " ['P6,102 774 559 836']
           Bezeichnung          Bezeichnung ['P6,102 774 559 836']
X2                    ?                    " ['P6,102 774 559 836']
                    in                   in ['P6,588 774 645 821']
       column-headings      column-headings ['P6,667 774 1188 836']
                     .                    . ['P6,667 774 1188 836']
           Interesting          Interesting ['P6,1213 774 1526 836']
            proportion           proportion ['P6,1546 774 2150 836']
X2                    ?                    - ['P6,1546 774 2150 836']
              diagrams             diagrams ['P6,1546 774 2150 836']
                     (                    ( ['P6,14 850 408 912']
X2         lengthzwidth         length:width ['P6,14 850 408 912']
              averages             averages ['P6,448 865 701 912']
                   for                  for ['P6,740 850 825 898']
                 tooth                tooth ['P6,861 850 1012 898']
                  loci                 loci ['P6,1050 850 1158 898']
                 along                along ['P6,1198 850 1358 912']
                   the                  the ['P6,1396 850 1484 898']
                length               length ['P6,1522 850 1705 912']
                    of                   of ['P6,1744 850 1807 898']
                 upper                upper ['P6,1839 865 2008 912']
                   and                  and ['P6,2046 850 2150 898']
                 lower                lower ['P6,12 926 179 974']
                  jaws                 jaws ['P6,206 926 368 987']
                     )                    ) ['P6,206 926 368 987']
                   are                  are ['P6,406 941 492 974']
             presented            presented ['P6,526 926 809 987']
                   and                  and ['P6,844 926 948 974']
              compared             compared ['P6,983 926 1272 988']
                 among                among ['P6,1307 941 1504 988']
                   the                  the ['P6,1539 926 1627 974']
                  well                 well ['P6,1662 926 2152 987']
X2                    ?                    - ['P6,1662 926 2152 987']
           represented          represented ['P6,1662 926 2152 987']
           dryolestids          dryolestids ['P6,13 1002 352 1063']
                     .                    . ['P6,13 1002 352 1063']
          Orientations         Orientations ['P6,383 1002 743 1050']
                    of                   of ['P6,771 1002 835 1049']
          measurements         measurements ['P6,856 1009 1274 1049']
                   are                  are ['P6,1303 1017 1390 1049']
               clearly              clearly ['P6,1416 1002 1614 1063']
X2               de?ned              defined ['P6,1640 1002 1855 1049']
                   and                  and ['P6,1881 1002 1985 1049']
                  were                 were ['P6,2009 1017 2149 1050']
                 taken                taken ['P6,12 1078 170 1125']
                 using                using ['P6,197 1078 354 1139']
                     a                    a ['P6,384 1093 414 1125']
           laser-based          laser-based ['P6,440 1078 783 1134']
                     ,                    , ['P6,440 1078 783 1134']
                  High                 High ['P6,811 1078 957 1139']
             Precision            Precision ['P6,984 1078 1257 1125']
X2                Re?ex               Reflex ['P6,1282 1078 1473 1125']
            Microscope           Microscope ['P6,1500 1078 1861 1139']
                     .                    . ['P6,1500 1078 1861 1139']
             Important            Important ['P6,86 1156 376 1216']
                   new                  new ['P6,408 1169 528 1202']
           information          information ['P6,561 1154 908 1202']
               relates              relates ['P6,941 1155 1130 1202']
                    to                   to ['P6,1165 1162 1219 1202']
            mandibular           mandibular ['P6,1253 1154 1589 1202']
             structure            structure ['P6,1621 1162 1890 1202']
                     .                    . ['P6,1621 1162 1890 1202']
                   For                  For ['P6,1925 1156 2027 1202']
X1              example              ex-ampl ['P6,2058 1169 2148 1202', 'P6,13 1230 206 1292']
X1                    ,                   e, ['P6,2058 1169 2148 1202', 'P6,13 1230 206 1292']
                     a                    a ['P6,239 1245 270 1278']
X2              de?nite             definite ['P6,297 1230 516 1278']
                 facet                facet ['P6,545 1230 687 1278']
                exists               exists ['P6,715 1230 879 1278']
                   for                  for ['P6,909 1230 994 1278']
                     a                    a ['P6,1022 1245 1053 1278']
           rudimentary          rudimentary ['P6,1079 1230 1442 1292']
              coronoid             coronoid ['P6,1471 1230 1732 1278']
                  bone                 bone ['P6,1759 1230 1900 1278']
                    in                   in ['P6,1929 1230 1985 1277']
X1           Dryolestes          Dry-olestes ['P6,2010 1232 2147 1291', 'P6,13 1306 210 1354']
            leiriensis           leiriensis ['P6,242 1306 520 1362']
                     ,                    , ['P6,242 1306 520 1362']
                   and                  and ['P6,558 1306 661 1354']
           persistence          persistence ['P6,689 1306 1016 1368']
                    of                   of ['P6,1046 1306 1109 1354']
                     a                    a ['P6,1135 1321 1165 1354']
              splenial             splenial ['P6,1196 1306 1421 1368']
                  bone                 bone ['P6,1449 1306 1591 1354']
                  also                 also ['P6,1622 1306 1736 1354']
                    is                   is ['P6,1767 1306 1812 1354']
             suggested            suggested ['P6,1845 1306 2146 1368']
                     .                    . ['P6,1845 1306 2146 1368']
          Additionally         Additionally ['P6,12 1382 397 1443']
                     ,                    , ['P6,12 1382 397 1443']
                Martin               Martin ['P6,421 1382 620 1430']
              observed             observed ['P6,643 1382 911 1430']
                facets               facets ['P6,932 1382 1100 1430']
                   for                  for ['P6,1124 1382 1209 1430']
                 these                these ['P6,1229 1382 1378 1430']
                 bones                bones ['P6,1398 1382 1568 1430']
                    on                   on ['P6,1591 1397 1662 1430']
            dryolestid           dryolestid ['P6,1684 1382 1981 1443']
X1            mandibles           man-dibles ['P6,2000 1397 2147 1430', 'P6,13 1458 184 1505']
                  from                 from ['P6,219 1458 361 1505']
                   the                  the ['P6,393 1458 481 1505']
              Morrison             Morrison ['P6,513 1458 786 1505']
             Formation            Formation ['P6,818 1458 1140 1514']
                     ,                    , ['P6,818 1458 1140 1514']
                 which                which ['P6,1175 1458 1353 1506']
            previously           previously ['P6,1384 1458 1694 1519']
                  were                 were ['P6,1726 1473 1867 1505']
               assumed              assumed ['P6,1899 1458 2151 1505']
                    to                   to ['P6,12 1541 66 1581']
                  lack                 lack ['P6,103 1534 226 1581']
                  them                 them ['P6,260 1534 420 1581']
                     .                    . ['P6,260 1534 420 1581']
             Therefore            Therefore ['P6,459 1534 764 1590']
                     ,                    , ['P6,459 1534 764 1590']
                   the                  the ['P6,801 1534 889 1581']
              presumed             presumed ['P6,924 1534 1211 1595']
                  loss                 loss ['P6,1245 1534 1357 1581']
                    of                   of ['P6,1394 1534 1457 1581']
              coronoid             coronoid ['P6,1488 1534 1749 1581']
